챔피언명,챔피언_ID,API_이름,별명,난이도,주_직업군,보조_직업군,사용_자원,기본_능력치,공격_형태,출시일,출시_패치,최근_변경_패치,세부_역할군,추천_포지션,실제_활용_포지션,피해량,내구력,군중_제어,기동력,보조_능력,공격_성향,적응형_능력치,파랑_정수_가격,RP_가격,패시브_스킬,Q_스킬,W_스킬,E_스킬,R_스킬,전체_스킬,본명,별칭
베이가,45.0,Veigar,악의 작은 지배자,2,마법사,,마나,"{'기본_체력': 580, '레벨당_체력': 108, '기본_자원': 490, '레벨당_자원': 26, '기본_방어력': 18, '레벨당_방어력': 5.2, '기본_마법_저항력': 32, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 6.5, '레벨당_체력_재생': 0.6, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 52, '레벨당_공격력': 2.7, '기본_공격_속도': 0.625, '레벨당_공격_속도': 2.24, '공격_사거리': 550, '이동_속도': 340, '탐색_반경': 525, '선택_높이': 140, '선택_반경': 100, '충돌_반경': 30, '게임플레이_반경': 55, '공격_속도_계수': 0.625, '공격_지연_보정': -0.109062500298023, '투사체_속도': 1500, '무작위_총력전': {'가하는_피해': 0.93, '받는_피해': 1.1}, '초고속_모드': {'가하는_피해': 0.9}}",원거리,2009-07-24,V0.8.22.115,V25.09,{집중형 마법사},{미드},"{미드, 서포터}",3,1,3,1,1,100,마법,675,585,{1: '극악무도'},{1: '사악한 일격'},{1: '암흑 물질'},{1: '사건의 지평선'},{1: '태초의 폭발'},"['극악무도', '사악한 일격', '암흑 물질', '사건의 지평선', '태초의 폭발']",,
벨코즈,161.0,Velkoz,공허의 눈,2,마법사,서포터,마나,"{'기본_체력': 590, '레벨당_체력': 102, '기본_자원': 469, '레벨당_자원': 21, '기본_방어력': 22, '레벨당_방어력': 4.7, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 55, '레벨당_공격력': 3.1416, '기본_공격_속도': 0.643, '레벨당_공격_속도': 1.59, '공격_사거리': 525, '이동_속도': 340, '탐색_반경': 575, '선택_높이': 302.7778015136719, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.100000001490116, '무작위_총력전': {'가하는_피해': 0.95, '받는_피해': 1.05}, '초고속_모드': {'가하는_피해': 0.95, '받는_피해': 1}, '투사체_속도': 0}",원거리,2014-02-27,V4.3,V14.24,{포킹형 마법사},{서포터},"{미드, 서포터}",3,1,2,1,1,100,마법,1618,880,{1: '유기물 분해'},"{1: '플라즈마 분열', 2: '플라즈마 분열 (변형 2)'}",{1: '공허 균열'},{1: '지각 붕괴'},"{1: '생물 분해 광선', 2: '생물 분해 광선 (변형 2)'}","['유기물 분해', '플라즈마 분열', '플라즈마 분열 (변형 2)', '공허 균열', '지각 붕괴', '생물 분해 광선', '생물 분해 광선 (변형 2)']",,
벡스,711.0,Vex,우울주의자,2,마법사,,마나,"{'기본_체력': 590, '레벨당_체력': 104, '기본_자원': 490, '레벨당_자원': 32, '기본_방어력': 23, '레벨당_방어력': 4.45, '기본_마법_저항력': 28, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 6.5, '레벨당_체력_재생': 0.6, '기본_자원_재생': 6, '레벨당_자원_재생': 0.8, '기본_공격력': 54, '레벨당_공격력': 2.75, '기본_공격_속도': 0.669, '레벨당_공격_속도': 1, '공격_사거리': 550, '이동_속도': 335, '탐색_반경': 750, '선택_높이': 100, '선택_반경': 100, '충돌_반경': 30, '게임플레이_반경': 55, '공격_속도_계수': 0.625, '공격_지연_보정': -0.14375, '투사체_속도': 2000, '무작위_총력전': {'가하는_피해': 0.95, '받는_피해': 1}, '아레나': {'레벨당_체력': 10}, '초고속_모드': {'가하는_피해': 0.9, '받는_피해': 1}}",원거리,2021-09-23,V11.19,V25.09,{집중형 마법사},{미드},{미드},3,2,2,2,1,90,마법,1575,790,{1: '파멸과 우울'},{1: '안개 화살'},{1: '거리 두기'},{1: '커지는 어둠'},{1: '그림자 파동'},"['파멸과 우울', '안개 화살', '거리 두기', '커지는 어둠', '그림자 파동']",,
바이,254.0,Vi,필트오버의 집행자,1,전사,암살자,마나,"{'기본_체력': 655, '레벨당_체력': 99, '기본_자원': 295, '레벨당_자원': 65, '기본_방어력': 30, '레벨당_방어력': 4.7, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 10, '레벨당_체력_재생': 1, '기본_자원_재생': 8, '레벨당_자원_재생': 0.65, '기본_공격력': 63, '레벨당_공격력': 3, '기본_공격_속도': 0.644, '레벨당_공격_속도': 2, '공격_사거리': 125, '이동_속도': 340, '탐색_반경': 600, '선택_높이': 100, '선택_반경': 100, '충돌_반경': 35, '공격_속도_계수': 0.643999993801116, '공격_시전_시간': 0.360000014305114, '총_공격_시간': 1.60000002384185, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.95}, '단일_챔피언': {'가하는_피해': 0.95, '받는_피해': 1.05}, '초고속_모드': {'가하는_피해': 0.95, '받는_피해': 1.05}, '궁극기_주문서': {'가하는_피해': 0.95, '받는_피해': 1.05}}",근접,2012-12-19,V1.0.0.153,V25.13,{기동형 전사},{정글},{정글},2,2,3,2,1,55,물리,675,585,{1: '폭발 보호막'},{1: '금고 부수기'},"{1: '찌그러뜨리기', 2: '찌그러뜨리기 (변형 2)'}","{1: '과도한 힘', 2: '과도한 힘 (변형 2)'}",{1: '기동타격'},"['폭발 보호막', '금고 부수기', '찌그러뜨리기', '찌그러뜨리기 (변형 2)', '과도한 힘', '과도한 힘 (변형 2)', '기동타격']",바이올렛,6
비에고,234.0,Viego,몰락한 왕,3,전사,암살자,없음,"{'기본_체력': 630, '레벨당_체력': 109, '기본_자원': 0, '레벨당_자원': 0, '기본_방어력': 34, '레벨당_방어력': 4.6, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 7, '레벨당_체력_재생': 0.7, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 57, '레벨당_공격력': 3.5, '기본_공격_속도': 0.658, '공격_속도_계수': 0.658, '레벨당_공격_속도': 2.5, '공격_사거리': 200, '이동_속도': 345, '공격_지연_보정': -0.13553, '탐색_반경': 775, '선택_높이': 100, '선택_반경': 125, '충돌_반경': 35, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 1}, '초고속_모드': {'가하는_피해': 1.05, '받는_피해': 0.9}, '궁극기_주문서': {'가하는_피해': 0.95, '받는_피해': 1, '회복량': 0.8}}",근접,2021-01-21,V11.2,V25.13,{척후병},{정글},{정글},3,1,2,2,1,20,물리,2400,880,{1: '군주의 지배'},{1: '몰락한 왕의 검'},{1: '망령의 나락'},{1: '안개의 길'},{1: '심장 파괴자'},"['군주의 지배', '몰락한 왕의 검', '망령의 나락', '안개의 길', '심장 파괴자']",비에고 산티아룰 몰라크 볼 칼라 헤이가리,
빅토르,112.0,Viktor,비전 마법의 전령,3,마법사,,마나,"{'기본_체력': 600, '레벨당_체력': 100, '기본_자원': 405, '레벨당_자원': 45, '기본_방어력': 23, '레벨당_방어력': 4.4, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 8, '레벨당_체력_재생': 0.65, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 53, '레벨당_공격력': 3, '기본_공격_속도': 0.658, '레벨당_공격_속도': 2.11, '공격_사거리': 525, '이동_속도': 335, '탐색_반경': 525, '선택_높이': 140, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.657999992370605, '공격_지연_보정': -0.11999999731779, '투사체_속도': 2300, '무작위_총력전': {'가하는_피해': 0.95, '받는_피해': 1.05}, '신속_모드': {'레벨당_체력': -8}, '초고속_모드': {'가하는_피해': 0.95}}",원거리,2011-12-29,V1.0.0.131,V25.06,{전투 마법사},{미드},{미드},3,1,2,1,1,90,마법,2400,880,"{1: '영광스러운 진화', 2: '영광스러운 진화 (변형 2)', 3: '영광스러운 진화 (변형 3)', 4: '영광스러운 진화 (변형 4)', 5: '영광스러운 진화 (변형 5)'}","{1: '힘의 흡수', 2: '힘의 흡수 (변형 2)'}",{1: '중력장'},{1: '마법공학 광선'},"{1: '비전 폭풍', 2: '비전 폭풍 (변형 2)'}","['영광스러운 진화', '영광스러운 진화 (변형 2)', '영광스러운 진화 (변형 3)', '영광스러운 진화 (변형 4)', '영광스러운 진화 (변형 5)', '힘의 흡수', '힘의 흡수 (변형 2)', '중력장', '마법공학 광선', '비전 폭풍', '비전 폭풍 (변형 2)']",,
블라디미르,8.0,Vladimir,진홍빛 사신,3,마법사,전사,핏빛 격노,"{'기본_체력': 607, '레벨당_체력': 110, '기본_자원': 2, '레벨당_자원': 0, '기본_방어력': 27, '레벨당_방어력': 4.5, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 7, '레벨당_체력_재생': 0.6, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 55, '레벨당_공격력': 3, '기본_공격_속도': 0.658, '레벨당_공격_속도': 2, '공격_사거리': 450, '이동_속도': 330, '탐색_반경': 600, '선택_높이': 183.3300018310547, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.657999992370605, '공격_시전_시간': 0.300000011920928, '총_공격_시간': 1.51999998092651, '공격_지연_보정': -0.0721089988946914, '투사체_속도': 1600, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1.05, '회복량': 0.9}, '초고속_모드': {'가하는_피해': 0.92, '받는_피해': 1.05, '회복량': 1.2}}",원거리,2010-07-27,V1.0.0.97,V25.11,{전투 마법사},{미드},"{미드, 탑}",3,2,1,1,1,100,마법,1575,790,{1: '핏빛 계약'},"{1: '수혈', 2: '수혈 (변형 2)'}",{1: '피의 웅덩이'},{1: '선혈의 파도'},{1: '혈사병'},"['핏빛 계약', '수혈', '수혈 (변형 2)', '피의 웅덩이', '선혈의 파도', '혈사병']",,
볼리베어,106.0,Volibear,무자비한 폭풍,1,전사,탱커,마나,"{'기본_체력': 650, '레벨당_체력': 104, '기본_자원': 350, '레벨당_자원': 70, '기본_방어력': 31, '레벨당_방어력': 5.2, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 9, '레벨당_체력_재생': 0.75, '기본_자원_재생': 6.25, '레벨당_자원_재생': 0.5, '기본_공격력': 60, '레벨당_공격력': 3.5, '기본_공격_속도': 0.625, '레벨당_공격_속도': 2, '공격_사거리': 150, '이동_속도': 340, '탐색_반경': 400, '선택_높이': 180, '선택_반경': 125, '충돌_반경': 50, '게임플레이_반경': 80, '공격_속도_계수': 0.7, '공격_지연_보정': 0, '아레나': {'레벨당_방어력': -1}, '단일_챔피언': {'가하는_피해': 0.9, '받는_피해': 1.1, '보호막량': 0.8}, '초고속_모드': {'가하는_피해': 0.95, '받는_피해': 1.1, '회복량': 0.8}}",근접,2011-11-29,V1.0.0.130,V25.07,{돌격형 전사},{탑},"{정글, 탑}",2,3,2,2,1,30,물리,675,585,{1: '무자비한 폭풍'},{1: '번개 강타'},{1: '광란의 상처'},{1: '천공 분열'},{1: '폭풍을 부르는 자'},"['무자비한 폭풍', '번개 강타', '광란의 상처', '천공 분열', '폭풍을 부르는 자']",,
워윅,19.0,Warwick,자운의 고삐 풀린 분노,1,전사,탱커,마나,"{'기본_체력': 620, '레벨당_체력': 99, '기본_자원': 280, '레벨당_자원': 35, '기본_방어력': 33, '레벨당_방어력': 4.4, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 4, '레벨당_체력_재생': 0.75, '기본_자원_재생': 7.45, '레벨당_자원_재생': 0.6, '기본_공격력': 60, '레벨당_공격력': 2.75, '기본_공격_속도': 0.638, '레벨당_공격_속도': 2.3, '공격_사거리': 125, '이동_속도': 335, '탐색_반경': 400, '선택_높이': 191.6667022705078, '선택_반경': 120, '충돌_반경': 35, '게임플레이_반경': 74.75, '공격_속도_계수': 0.638000011444091, '공격_지연_보정': -0.125, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.95, '회복량': 1}, '궁극기_주문서': {'가하는_피해': 0.95}}",근접,2009-02-21,Alpha Week 2,V25.08,{기동형 전사},{정글},"{정글, 탑}",2,2,2,1,1,30,물리,225,260,{1: '끝없는 허기'},{1: '야수의 송곳니'},{1: '피의 사냥'},{1: '원시의 포효'},{1: '무한의 구속'},"['끝없는 허기', '야수의 송곳니', '피의 사냥', '원시의 포효', '무한의 구속']",밴더,
오공,62.0,MonkeyKing,원숭이 왕,1,전사,탱커,마나,"{'기본_체력': 610, '레벨당_체력': 99, '기본_자원': 330, '레벨당_자원': 65, '기본_방어력': 31, '레벨당_방어력': 4.7, '기본_마법_저항력': 28, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 3.5, '레벨당_체력_재생': 0.65, '기본_자원_재생': 8, '레벨당_자원_재생': 0.8, '기본_공격력': 66, '레벨당_공격력': 3.5, '기본_공격_속도': 0.69, '레벨당_공격_속도': 3, '공격_사거리': 175, '이동_속도': 340, '탐색_반경': 600, '선택_높이': 122.22219848632812, '선택_반경': 100, '충돌_반경': 35, '공격_속도_계수': 0.657999992370605, '공격_지연_보정': -0.0916666686534881, '단일_챔피언': {'가하는_피해': 0.95, '받는_피해': 1.05}, '초고속_모드': {'가하는_피해': 0.9, '받는_피해': 1.1}, '궁극기_주문서': {'가하는_피해': 0.95}}",근접,2011-07-26,V1.0.0.122,V25.03,{기동형 전사},{정글},"{정글, 탑}",2,2,2,2,1,55,물리,1575,790,{1: '바위 피부'},{1: '파쇄격'},{1: '분신 전사'},{1: '근두운 급습'},{1: '회전격'},"['바위 피부', '파쇄격', '분신 전사', '근두운 급습', '회전격']",,
자야,498.0,Xayah,저항하는 자,2,원거리 딜러,,마나,"{'기본_체력': 630, '레벨당_체력': 107, '기본_자원': 340, '레벨당_자원': 40, '기본_방어력': 25, '레벨당_방어력': 4.2, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 3.25, '레벨당_체력_재생': 0.75, '기본_자원_재생': 8.25, '레벨당_자원_재생': 0.8, '기본_공격력': 60, '레벨당_공격력': 3.5, '기본_공격_속도': 0.658, '레벨당_공격_속도': 3.9, '공격_사거리': 525, '이동_속도': 330, '탐색_반경': 800, '선택_높이': 155, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.658, '공격_시전_시간': 0.282999992370605, '총_공격_시간': 1.60000002384185, '투사체_속도': 2500, '무작위_총력전': {'총_공격_속도': 1.03, '가하는_피해': 1.05, '받는_피해': 1}, '아레나': {'레벨당_체력': -10, '레벨당_공격력': -0.9}, '초고속_모드': {'가하는_피해': 0.85, '받는_피해': 1.1}, '궁극기_주문서': {'받는_피해': 0.95}}",원거리,2017-04-19,V7.8,V14.21,{원거리 딜러},{바텀},{바텀},3,2,3,1,1,30,물리,2400,880,"{1: '관통상', 2: '관통상 (변형 2)'}",{1: '깃털 연타'},{1: '죽음의 깃'},{1: '깃부르미'},{1: '저항의 비상'},"['관통상', '관통상 (변형 2)', '깃털 연타', '죽음의 깃', '깃부르미', '저항의 비상']",,
제라스,101.0,Xerath,초월한 마법사,1,마법사,서포터,마나,"{'기본_체력': 596, '레벨당_체력': 106, '기본_자원': 400, '레벨당_자원': 22, '기본_방어력': 22, '레벨당_방어력': 4.7, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 6.85, '레벨당_자원_재생': 0.8, '기본_공격력': 55, '레벨당_공격력': 3, '기본_공격_속도': 0.658, '레벨당_공격_속도': 1.36, '공격_사거리': 525, '이동_속도': 340, '탐색_반경': 600, '선택_높이': 302.7778015136719, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.1, '투사체_속도': 2000, '무작위_총력전': {'가하는_피해': 0.93, '받는_피해': 1.05}, '아레나': {'레벨당_체력': 15}, '단일_챔피언': {'가하는_피해': 1.03}}",원거리,2011-10-05,V1.0.0.126,V25.08,{포킹형 마법사},"{미드, 서포터}","{미드, 서포터}",3,1,2,1,1,90,마법,675,585,{1: '마나 쇄도'},{1: '비전 파동'},{1: '파멸의 눈'},{1: '충격 구체'},{1: '비전 의식'},"['마나 쇄도', '비전 파동', '파멸의 눈', '충격 구체', '비전 의식']",,
신 짜오,5.0,XinZhao,데마시아의 호위무사,1,전사,탱커,마나,"{'기본_체력': 640, '레벨당_체력': 106, '기본_자원': 274, '레벨당_자원': 55, '기본_방어력': 35, '레벨당_방어력': 4.4, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 8, '레벨당_체력_재생': 0.7, '기본_자원_재생': 7.25, '레벨당_자원_재생': 0.45, '기본_공격력': 63, '레벨당_공격력': 3, '기본_공격_속도': 0.645, '레벨당_공격_속도': 3.5, '공격_사거리': 175, '이동_속도': 345, '선택_높이': 138.88890075683594, '선택_반경': 108.333297729492, '충돌_반경': 35, '공격_속도_계수': 0.644999980926513, '공격_시전_시간': 0.289999991655349, '총_공격_시간': 1.54999995231628, '무작위_총력전': {'가하는_피해': 0.95}, '단일_챔피언': {'가하는_피해': 0.97, '받는_피해': 1.02, '회복량': 1.2}, '초고속_모드': {'가하는_피해': 1, '받는_피해': 1.1}, '궁극기_주문서': {'가하는_피해': 0.95, '받는_피해': 1.05}}",근접,2010-07-13,V1.0.0.96,V25.10,{기동형 전사},{정글},{정글},2,2,2,2,1,35,물리,675,585,{1: '결심'},{1: '삼조격'},{1: '풍전참뢰'},{1: '무쌍돌격'},{1: '현월수호'},"['결심', '삼조격', '풍전참뢰', '무쌍돌격', '현월수호']",신 짜오,
야스오,157.0,Yasuo,용서받지 못한 자,3,전사,암살자,기류,"{'기본_체력': 590, '레벨당_체력': 110, '기본_자원': 100, '레벨당_자원': 0, '기본_방어력': 32, '레벨당_방어력': 4.6, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 6.5, '레벨당_체력_재생': 0.9, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 60, '레벨당_공격력': 3, '기본_공격_속도': 0.697, '레벨당_공격_속도': 3.5, '공격_사거리': 175, '이동_속도': 345, '탐색_반경': 400, '선택_높이': 180, '선택_반경': 120, '충돌_반경': 32, '공격_속도_계수': 0.6700000166893, '공격_지연_보정': -0.0799999982118606, '무작위_총력전': {'총_공격_속도': 1.025}, '초고속_모드': {'받는_피해': 0.9}}",근접,2013-12-13,V3.15,V25.11,{척후병},"{미드, 바텀, 탑}","{미드, 바텀, 탑}",3,1,2,3,2,20,물리,675,585,{1: '낭인의 길'},"{1: '강철 폭풍', 2: '강철 폭풍 (변형 2)', 3: '강철 폭풍 (변형 3)'}",{1: '바람 장막'},{1: '질풍검'},{1: '최후의 숨결'},"['낭인의 길', '강철 폭풍', '강철 폭풍 (변형 2)', '강철 폭풍 (변형 3)', '바람 장막', '질풍검', '최후의 숨결']",,
